Factura,Producto,Cantidad
I000466,Producto 5,22
I000467,Producto 1,15
I000467,Producto 2,8
I000467,Producto 3,10
I000467,Producto 4,13
I000467,Producto 5,6
I000468,Producto 1,16
I000468,Producto 2,4
I000468,Producto 3,7
I000468,Producto 4,8
I000468,Producto 5,16
I000469,Producto 1,22
I000469,Producto 2,7
I000469,Producto 3,6
I000469,Producto 4,9
I000469,Producto 5,13
I000470,Producto 1,15
I000470,Producto 2,1
I000470,Producto 3,8
I000470,Producto 4,8
I000470,Producto 5,15
I000471,Producto 1,14
I000471,Producto 2,7
I000471,Producto 3,11
I000471,Producto 4,13
I000471,Producto 5,11
I000472,Producto 1,12
I000472,Producto 2,5
I000472,Producto 3,8
I000472,Producto 4,10
I000472,Producto 5,15
I000473,Producto 1,15
I000473,Producto 2,6
I000473,Producto 3,10
I000473,Producto 4,20
I000473,Producto 5,9
I000474,Producto 1,18
I000474,Producto 2,5
I000474,Producto 3,7
I000474,Producto 4,8
I000474,Producto 5,8
I000475,Producto 1,18
I000475,Producto 2,6
I000475,Producto 3,11
I000475,Producto 4,19
I000475,Producto 5,13
I000476,Producto 1,12
I000476,Producto 2,6
I000476,Producto 3,10
I000476,Producto 4,16
I000476,Producto 5,15
I000477,Producto 1,22
I000477,Producto 2,8
I000477,Producto 3,4
I000477,Producto 4,13
I000477,Producto 5,15
I000478,Producto 1,12
I000478,Producto 2,7
I000478,Producto 3,10
I000478,Producto 4,13
I000478,Producto 5,18
I000479,Producto 1,16
I000479,Producto 2,7
I000479,Producto 3,11
I000479,Producto 4,12
I000479,Producto 5,14
I000480,Producto 1,16
I000480,Producto 2,3
I000480,Producto 3,4
I000480,Producto 4,16
I000480,Producto 5,9
I000481,Producto 1,17
I000481,Producto 2,2
I000481,Producto 3,8
I000481,Producto 4,15
I000481,Producto 5,8
I000482,Producto 1,11
I000482,Producto 2,4
I000482,Producto 3,6
I000482,Producto 4,10
I000482,Producto 5,12
I000483,Producto 1,15
I000483,Producto 2,7
I000483,Producto 3,5
I000483,Producto 4,19
I000483,Producto 5,7
I000484,Producto 1,12
I000484,Producto 2,3
I000484,Producto 3,9
I000484,Producto 4,14
I000484,Producto 5,18
I000485,Producto 1,13
I000485,Producto 2,4
I000485,Producto 3,8
I000485,Producto 4,15
I000485,Producto 5,16
I000486,Producto 1,16
I000486,Producto 2,7
I000486,Producto 3,11
I000486,Producto 4,12
I000486,Producto 5,19
I000487,Producto 1,11
I000487,Producto 2,2
I000487,Producto 3,6
I000487,Producto 4,10
I000487,Producto 5,11
I000488,Producto 1,15
I000488,Producto 2,5
I000488,Producto 3,8
I000488,Producto 4,18
I000488,Producto 5,17
I000489,Producto 1,10
I000489,Producto 2,10
I000489,Producto 3,9
I000489,Producto 4,8
I000489,Producto 5,11
I000490,Producto 1,17
I000490,Producto 2,3
I000490,Producto 3,9
I000490,Producto 4,12
I000490,Producto 5,16
I000491,Producto 1,22
I000491,Producto 2,8
I000491,Producto 3,4
I000491,Producto 4,13
I000491,Producto 5,9
I000492,Producto 1,13
I000492,Producto 2,7
I000492,Producto 3,7
I000492,Producto 4,9
I000492,Producto 5,13
I000493,Producto 1,12
I000493,Producto 2,7
I000493,Producto 3,10
I000493,Producto 4,12
I000493,Producto 5,15
I000494,Producto 1,17
I000494,Producto 2,2
I000494,Producto 3,14
I000494,Producto 4,17
I000494,Producto 5,10
I000495,Producto 1,9
I000495,Producto 2,7
I000495,Producto 3,5
I000495,Producto 4,19
I000495,Producto 5,7
I000496,Producto 1,13
I000496,Producto 2,7
I000496,Producto 3,4
I000496,Producto 4,15
I000496,Producto 5,14
I000497,Producto 1,16
I000497,Producto 2,2
I000497,Producto 3,3
I000497,Producto 4,9
I000497,Producto 5,9
I000498,Producto 1,10
I000498,Producto 2,5
I000498,Producto 3,8
I000498,Producto 4,11
I000498,Producto 5,14
I000499,Producto 1,9
I000499,Producto 2,4
I000499,Producto 3,6
I000499,Producto 4,11
I000499,Producto 5,16
I000500,Producto 1,13
I000500,Producto 2,6
I000500,Producto 3,11
I000500,Producto 4,12
I000500,Producto 5,10
I000501,Producto 1,17
I000501,Producto 2,8
I000501,Producto 3,5
I000501,Producto 4,13
I000501,Producto 5,11
I000502,Producto 1,20
I000502,Producto 2,1
I000502,Producto 3,10
I000502,Producto 4,12
I000502,Producto 5,7
I000503,Producto 1,13
I000503,Producto 2,6
I000503,Producto 3,7
I000503,Producto 4,12
I000503,Producto 5,8
I000504,Producto 1,11
I000504,Producto 2,8
I000504,Producto 3,13
I000504,Producto 4,11
I000504,Producto 5,15
I000505,Producto 1,15
I000505,Producto 2,2
I000505,Producto 3,11
I000505,Producto 4,11
I000505,Producto 5,9
I000506,Producto 1,18
I000506,Producto 2,4
I000506,Producto 3,7
I000506,Producto 4,11
I000506,Producto 5,10
I000507,Producto 1,16
I000507,Producto 2,9
I000507,Producto 3,4
I000507,Producto 4,16
I000507,Producto 5,11
I000508,Producto 1,18
I000508,Producto 2,5
I000508,Producto 3,3
I000508,Producto 4,22
I000508,Producto 5,13
I000509,Producto 1,13
I000509,Producto 2,4
I000509,Producto 3,4
I000509,Producto 4,12
I000509,Producto 5,12
I000510,Producto 1,21
I000510,Producto 2,4
I000510,Producto 3,4
I000510,Producto 4,12
I000510,Producto 5,13
I000511,Producto 1,13
I000511,Producto 2,6
I000511,Producto 3,4
I000511,Producto 4,12
I000511,Producto 5,10
I000512,Producto 1,21
I000512,Producto 2,6
I000512,Producto 3,4
I000512,Producto 4,22
I000512,Producto 5,13
I000513,Producto 1,10
I000513,Producto 2,4
I000513,Producto 3,5
I000513,Producto 4,15
I000513,Producto 5,10
I000514,Producto 1,15
I000514,Producto 2,8
I000514,Producto 3,4
I000514,Producto 4,12
I000514,Producto 5,11
I000515,Producto 1,17
I000515,Producto 2,3
I000515,Producto 3,6
I000515,Producto 4,16
I000515,Producto 5,16
I000516,Producto 1,15
I000516,Producto 2,4
I000516,Producto 3,7
I000516,Producto 4,17
I000516,Producto 5,18
I000517,Producto 1,19
I000517,Producto 2,5
I000517,Producto 3,8
I000517,Producto 4,15
I000517,Producto 5,9
I000518,Producto 1,15
I000518,Producto 2,6
I000518,Producto 3,11
I000518,Producto 4,10
I000518,Producto 5,16
I000519,Producto 1,15
I000519,Producto 2,5
I000519,Producto 3,12
I000519,Producto 4,15
I000519,Producto 5,12
I000520,Producto 1,13
I000520,Producto 2,2
I000520,Producto 3,9
I000520,Producto 4,11
I000520,Producto 5,14
I000521,Producto 1,16
I000521,Producto 2,2
I000521,Producto 3,6
I000521,Producto 4,22
I000521,Producto 5,11
I000522,Producto 1,10
I000522,Producto 2,7
I000522,Producto 3,2
I000522,Producto 4,15
I000522,Producto 5,14
I000523,Producto 1,10
I000523,Producto 2,9
I000523,Producto 3,11
I000523,Producto 4,10
I000523,Producto 5,9
I000524,Producto 1,18
I000524,Producto 2,9
I000524,Producto 3,17
I000524,Producto 4,15
I000524,Producto 5,14
I000525,Producto 1,9
I000525,Producto 2,4
I000525,Producto 3,7
I000525,Producto 4,17
I000525,Producto 5,7
I000526,Producto 1,15
I000526,Producto 2,5
I000526,Producto 3,7
I000526,Producto 4,13
I000526,Producto 5,10
I000527,Producto 1,21
I000527,Producto 2,8
I000527,Producto 3,12
I000527,Producto 4,4
I000527,Producto 5,11
I000528,Producto 1,17
I000528,Producto 2,4
I000528,Producto 3,15
I000528,Producto 4,16
I000528,Producto 5,11
I000529,Producto 1,17
I000529,Producto 2,3
I000529,Producto 3,8
I000529,Producto 4,14
I000529,Producto 5,11
I000530,Producto 1,14
I000530,Producto 2,3
I000530,Producto 3,13
I000530,Producto 4,18
I000530,Producto 5,13
I000531,Producto 1,16
I000531,Producto 2,4
I000531,Producto 3,7
I000531,Producto 4,16
I000531,Producto 5,11
I000532,Producto 1,14
I000532,Producto 2,3
I000532,Producto 3,12
I000532,Producto 4,14
I000532,Producto 5,13
I000533,Producto 1,15
I000533,Producto 2,3
I000533,Producto 3,14
I000533,Producto 4,11
I000533,Producto 5,14
I000534,Producto 1,28
I000534,Producto 2,3
I000534,Producto 3,7
I000534,Producto 4,13
I000534,Producto 5,10
I000535,Producto 1,14
I000535,Producto 2,4
I000535,Producto 3,5
I000535,Producto 4,6
I000535,Producto 5,10
I000536,Producto 1,13
I000536,Producto 2,4
I000536,Producto 3,10
I000536,Producto 4,12
I000536,Producto 5,14
I000537,Producto 1,14
I000537,Producto 2,4
I000537,Producto 3,6
I000537,Producto 4,13
I000537,Producto 5,7
I000538,Producto 1,17
I000538,Producto 2,5
I000538,Producto 3,15
I000538,Producto 4,12
I000538,Producto 5,12
I000539,Producto 1,18
I000539,Producto 2,2
I000539,Producto 3,11
I000539,Producto 4,13
I000539,Producto 5,12
I000540,Producto 1,18
I000540,Producto 2,7
I000540,Producto 3,7
I000540,Producto 4,8
I000540,Producto 5,8
I000541,Producto 1,20
I000541,Producto 2,6
I000541,Producto 3,3
I000541,Producto 4,14
I000541,Producto 5,17
I000542,Producto 1,12
I000542,Producto 2,2
I000542,Producto 3,7
I000542,Producto 4,14
I000542,Producto 5,9
I000543,Producto 1,13
I000543,Producto 2,1
I000543,Producto 3,6
I000543,Producto 4,15
I000543,Producto 5,14
I000544,Producto 1,11
I000544,Producto 2,10
I000544,Producto 3,7
I000544,Producto 4,10
I000544,Producto 5,18
I000545,Producto 1,18
I000545,Producto 2,6
I000545,Producto 3,9
I000545,Producto 4,15
I000545,Producto 5,14
I000546,Producto 1,19
I000546,Producto 2,1
I000546,Producto 3,10
I000546,Producto 4,10
I000546,Producto 5,7
I000547,Producto 1,14
I000547,Producto 2,4
I000547,Producto 3,8
I000547,Producto 4,15
I000547,Producto 5,16
I000548,Producto 1,13
I000548,Producto 2,3
I000548,Producto 3,7
I000548,Producto 4,20
I000548,Producto 5,5
I000549,Producto 1,14
I000549,Producto 2,8
I000549,Producto 3,4
I000549,Producto 4,8
I000549,Producto 5,20
I000550,Producto 1,13
I000550,Producto 2,6
I000550,Producto 3,6
I000550,Producto 4,17
I000550,Producto 5,21
I000551,Producto 1,16
I000551,Producto 2,5
I000551,Producto 3,7
I000551,Producto 4,17
I000551,Producto 5,19
I000552,Producto 1,11
I000552,Producto 2,4
I000552,Producto 3,5
I000552,Producto 4,16
I000552,Producto 5,9
I000553,Producto 1,14
I000553,Producto 2,3
I000553,Producto 3,7
I000553,Producto 4,10
I000553,Producto 5,13
I000554,Producto 1,12
I000554,Producto 2,11
I000554,Producto 3,8
I000554,Producto 4,17
I000554,Producto 5,14
I000555,Producto 1,15
I000555,Producto 2,4
I000555,Producto 3,7
I000555,Producto 4,16
I000555,Producto 5,9
I000556,Producto 1,17
I000556,Producto 2,5
I000556,Producto 3,5
I000556,Producto 4,13
I000556,Producto 5,12
I000557,Producto 1,10
I000557,Producto 2,2
I000557,Producto 3,5
I000557,Producto 4,10
I000557,Producto 5,10
I000558,Producto 1,15
I000558,Producto 2,5
I000558,Producto 3,10
I000558,Producto 4,6
I000558,Producto 5,14
I000559,Producto 1,13
I000559,Producto 2,7
I000559,Producto 3,12
I000559,Producto 4,13
I000559,Producto 5,17
I000560,Producto 1,12
I000560,Producto 2,3
I000560,Producto 3,10
I000560,Producto 4,15
I000560,Producto 5,11
I000561,Producto 1,17
I000561,Producto 2,8
I000561,Producto 3,7
I000561,Producto 4,13
I000561,Producto 5,11
I000562,Producto 1,11
I000562,Producto 2,6
I000562,Producto 3,5
I000562,Producto 4,12
I000562,Producto 5,15
I000563,Producto 1,17
I000563,Producto 2,3
I000563,Producto 3,8
I000563,Producto 4,17
I000563,Producto 5,12
I000564,Producto 1,20
I000564,Producto 2,1
I000564,Producto 3,9
I000564,Producto 4,14
I000564,Producto 5,9
I000565,Producto 1,18
I000565,Producto 2,4
I000565,Producto 3,13
I000565,Producto 4,14
I000565,Producto 5,6
I000566,Producto 1,19
I000566,Producto 2,7
I000566,Producto 3,8
I000566,Producto 4,13
I000566,Producto 5,9
I000567,Producto 1,13
I000567,Producto 2,6
I000567,Producto 3,6
I000567,Producto 4,7
I000567,Producto 5,19
I000568,Producto 1,14
I000568,Producto 2,5
I000568,Producto 3,9
I000568,Producto 4,15
I000568,Producto 5,15
I000569,Producto 1,23
I000569,Producto 2,4
I000569,Producto 3,7
I000569,Producto 4,13
I000569,Producto 5,14
I000570,Producto 1,17
I000570,Producto 2,5
I000570,Producto 3,11
I000570,Producto 4,8
I000570,Producto 5,10
I000571,Producto 1,10
I000571,Producto 2,6
I000571,Producto 3,9
I000571,Producto 4,10
I000571,Producto 5,14
I000572,Producto 1,15
I000572,Producto 2,8
I000572,Producto 3,5
I000572,Producto 4,14
I000572,Producto 5,12
I000573,Producto 1,14
I000573,Producto 2,0
I000573,Producto 3,6
I000573,Producto 4,12
I000573,Producto 5,9
I000574,Producto 1,15
I000574,Producto 2,1
I000574,Producto 3,8
I000574,Producto 4,8
I000574,Producto 5,11
I000575,Producto 1,17
I000575,Producto 2,12
I000575,Producto 3,13
I000575,Producto 4,13
I000575,Producto 5,15
I000576,Producto 1,15
I000576,Producto 2,9
I000576,Producto 3,8
I000576,Producto 4,9
I000576,Producto 5,9
I000577,Producto 1,16
I000577,Producto 2,3
I000577,Producto 3,16
I000577,Producto 4,15
I000577,Producto 5,12
I000578,Producto 1,22
I000578,Producto 2,3
I000578,Producto 3,16
I000578,Producto 4,16
I000578,Producto 5,14
I000579,Producto 1,14
I000579,Producto 2,7
I000579,Producto 3,7
I000579,Producto 4,14
I000579,Producto 5,11
I000580,Producto 1,18
I000580,Producto 2,5
I000580,Producto 3,8
I000580,Producto 4,11
I000580,Producto 5,10
I000581,Producto 1,13
I000581,Producto 2,5
I000581,Producto 3,9
I000581,Producto 4,13
I000581,Producto 5,9
I000582,Producto 1,11
I000582,Producto 2,6
I000582,Producto 3,12
I000582,Producto 4,15
I000582,Producto 5,12
I000583,Producto 1,17
I000583,Producto 2,6
I000583,Producto 3,12
I000583,Producto 4,15
I000583,Producto 5,13
I000584,Producto 1,18
I000584,Producto 2,6
I000584,Producto 3,5
I000584,Producto 4,14
I000584,Producto 5,11
I000585,Producto 1,7
I000585,Producto 2,1
I000585,Producto 3,3
I000585,Producto 4,8
I000585,Producto 5,8
I000586,Producto 1,20
I000586,Producto 2,6
I000586,Producto 3,12
I000586,Producto 4,13
I000586,Producto 5,7
I000587,Producto 1,21
I000587,Producto 2,7
I000587,Producto 3,6
I000587,Producto 4,22
I000587,Producto 5,10
I000588,Producto 1,16
I000588,Producto 2,3
I000588,Producto 3,5
I000588,Producto 4,9
I000588,Producto 5,14
I000589,Producto 1,18
I000589,Producto 2,1
I000589,Producto 3,6
I000589,Producto 4,13
I000589,Producto 5,13
I000590,Producto 1,15
I000590,Producto 2,7
I000590,Producto 3,8
I000590,Producto 4,11
I000590,Producto 5,13
I000591,Producto 1,15
I000591,Producto 2,7
I000591,Producto 3,9
I000591,Producto 4,10
I000591,Producto 5,14
I000592,Producto 1,18
I000592,Producto 2,8
I000592,Producto 3,5
I000592,Producto 4,17
I000592,Producto 5,18
I000593,Producto 1,11
I000593,Producto 2,5
I000593,Producto 3,14
I000593,Producto 4,11
I000593,Producto 5,23
I000594,Producto 1,19
I000594,Producto 2,5
I000594,Producto 3,4
I000594,Producto 4,10
I000594,Producto 5,9
I000595,Producto 1,19
I000595,Producto 2,8
I000595,Producto 3,7
I000595,Producto 4,16
I000595,Producto 5,17
I000596,Producto 1,19
I000596,Producto 2,3
I000596,Producto 3,7
I000596,Producto 4,15
I000596,Producto 5,15
I000597,Producto 1,23
I000597,Producto 2,4
I000597,Producto 3,9
I000597,Producto 4,10
I000597,Producto 5,6
I000598,Producto 1,10
I000598,Producto 2,2
I000598,Producto 3,8
I000598,Producto 4,14
I000598,Producto 5,13
I000599,Producto 1,12
I000599,Producto 2,4
I000599,Producto 3,6
I000599,Producto 4,10
I000599,Producto 5,11
I000600,Producto 1,20
I000600,Producto 2,4
I000600,Producto 3,11
I000600,Producto 4,14
I000600,Producto 5,9
I000601,Producto 1,8
I000601,Producto 2,3
I000601,Producto 3,4
I000601,Producto 4,14
I000601,Producto 5,9
I000602,Producto 1,19
I000602,Producto 2,7
I000602,Producto 3,6
I000602,Producto 4,19
I000602,Producto 5,10
I000603,Producto 1,18
I000603,Producto 2,3
I000603,Producto 3,14
I000603,Producto 4,11
I000603,Producto 5,6
I000604,Producto 1,19
I000604,Producto 2,6
I000604,Producto 3,11
I000604,Producto 4,13
I000604,Producto 5,14
I000605,Producto 1,18
I000605,Producto 2,5
I000605,Producto 3,4
I000605,Producto 4,21
I000605,Producto 5,8
I000606,Producto 1,13
I000606,Producto 2,4
I000606,Producto 3,7
I000606,Producto 4,16
I000606,Producto 5,10
I000607,Producto 1,13
I000607,Producto 2,5
I000607,Producto 3,8
I000607,Producto 4,18
I000607,Producto 5,14
I000608,Producto 1,7
I000608,Producto 2,6
I000608,Producto 3,5
I000608,Producto 4,12
I000608,Producto 5,13
I000609,Producto 1,17
I000609,Producto 2,5
I000609,Producto 3,9
I000609,Producto 4,13
I000609,Producto 5,9
I000610,Producto 1,16
I000610,Producto 2,3
I000610,Producto 3,9
I000610,Producto 4,18
I000610,Producto 5,15
I000611,Producto 1,20
I000611,Producto 2,7
I000611,Producto 3,7
I000611,Producto 4,10
I000611,Producto 5,13
I000612,Producto 1,25
I000612,Producto 2,7
I000612,Producto 3,4
I000612,Producto 4,20
I000612,Producto 5,7
I000613,Producto 1,12
I000613,Producto 2,1
I000613,Producto 3,7
I000613,Producto 4,10
I000613,Producto 5,16
I000614,Producto 1,12
I000614,Producto 2,1
I000614,Producto 3,16
I000614,Producto 4,14
I000614,Producto 5,6
I000615,Producto 1,13
I000615,Producto 2,8
I000615,Producto 3,6
I000615,Producto 4,13
I000615,Producto 5,13
I000616,Producto 1,18
I000616,Producto 2,5
I000616,Producto 3,5
I000616,Producto 4,13
I000616,Producto 5,12
I000617,Producto 1,17
I000617,Producto 2,4
I000617,Producto 3,8
I000617,Producto 4,9
I000617,Producto 5,12
I000618,Producto 1,27
I000618,Producto 2,7
I000618,Producto 3,11
I000618,Producto 4,15
I000618,Producto 5,12
I000619,Producto 1,15
I000619,Producto 2,4
I000619,Producto 3,8
I000619,Producto 4,19
I000619,Producto 5,9
I000620,Producto 1,14
I000620,Producto 2,6
I000620,Producto 3,8
I000620,Producto 4,23
I000620,Producto 5,15
I000621,Producto 1,18
I000621,Producto 2,4
I000621,Producto 3,9
I000621,Producto 4,8
I000621,Producto 5,7
I000622,Producto 1,13
I000622,Producto 2,6
I000622,Producto 3,8
I000622,Producto 4,12
I000622,Producto 5,16
I000623,Producto 1,16
I000623,Producto 2,4
I000623,Producto 3,10
I000623,Producto 4,15
I000623,Producto 5,10
I000624,Producto 1,20
I000624,Producto 2,6
I000624,Producto 3,9
I000624,Producto 4,14
I000624,Producto 5,17
I000625,Producto 1,11
I000625,Producto 2,4
I000625,Producto 3,5
I000625,Producto 4,15
I000625,Producto 5,12
I000626,Producto 1,11
I000626,Producto 2,5
I000626,Producto 3,1
I000626,Producto 4,18
I000626,Producto 5,6
I000627,Producto 1,16
I000627,Producto 2,5
I000627,Producto 3,9
I000627,Producto 4,8
I000627,Producto 5,12
I000628,Producto 1,14
I000628,Producto 2,2
I000628,Producto 3,4
I000628,Producto 4,11
I000628,Producto 5,13
I000629,Producto 1,12
I000629,Producto 2,7
I000629,Producto 3,8
I000629,Producto 4,12
I000629,Producto 5,13
I000630,Producto 1,14
I000630,Producto 2,5
I000630,Producto 3,11
I000630,Producto 4,14
I000630,Producto 5,11
I000631,Producto 1,17
I000631,Producto 2,3
I000631,Producto 3,4
I000631,Producto 4,18
I000631,Producto 5,12
I000632,Producto 1,8
I000632,Producto 2,7
I000632,Producto 3,9
I000632,Producto 4,11
I000632,Producto 5,21
I000633,Producto 1,15
I000633,Producto 2,7
I000633,Producto 3,6
I000633,Producto 4,8
I000633,Producto 5,15
I000634,Producto 1,21
I000634,Producto 2,7
I000634,Producto 3,9
I000634,Producto 4,12
I000634,Producto 5,15
I000635,Producto 1,15
I000635,Producto 2,6
I000635,Producto 3,10
I000635,Producto 4,13
I000635,Producto 5,18
I000636,Producto 1,12
I000636,Producto 2,3
I000636,Producto 3,16
I000636,Producto 4,16
I000636,Producto 5,16
I000637,Producto 1,15
I000637,Producto 2,4
I000637,Producto 3,15
I000637,Producto 4,10
I000637,Producto 5,11
I000638,Producto 1,19
I000638,Producto 2,4
I000638,Producto 3,7
I000638,Producto 4,11
I000638,Producto 5,11
I000639,Producto 1,10
I000639,Producto 2,5
I000639,Producto 3,6
I000639,Producto 4,10
I000639,Producto 5,13
I000640,Producto 1,9
I000640,Producto 2,4
I000640,Producto 3,11
I000640,Producto 4,17
I000640,Producto 5,13
I000641,Producto 1,16
I000641,Producto 2,2
I000641,Producto 3,8
I000641,Producto 4,11
I000641,Producto 5,13
I000642,Producto 1,17
I000642,Producto 2,6
I000642,Producto 3,16
I000642,Producto 4,16
I000642,Producto 5,12
I000643,Producto 1,15
I000643,Producto 2,6
I000643,Producto 3,4
I000643,Producto 4,14
I000643,Producto 5,10
I000644,Producto 1,19
I000644,Producto 2,4
I000644,Producto 3,11
I000644,Producto 4,17
I000644,Producto 5,14
I000645,Producto 1,29
I000645,Producto 2,3
I000645,Producto 3,13
I000645,Producto 4,9
I000645,Producto 5,6
I000646,Producto 1,14
I000646,Producto 2,6
I000646,Producto 3,4
I000646,Producto 4,15
I000646,Producto 5,9
I000647,Producto 1,15
I000647,Producto 2,4
I000647,Producto 3,4
I000647,Producto 4,19
I000647,Producto 5,10
I000648,Producto 1,18
I000648,Producto 2,5
I000648,Producto 3,7
I000648,Producto 4,16
I000648,Producto 5,13
I000649,Producto 1,13
I000649,Producto 2,6
I000649,Producto 3,10
I000649,Producto 4,9
I000649,Producto 5,21
I000650,Producto 1,11
I000650,Producto 2,8
I000650,Producto 3,5
I000650,Producto 4,15
I000650,Producto 5,12
I000651,Producto 1,9
I000651,Producto 2,12
I000651,Producto 3,7
I000651,Producto 4,14
I000651,Producto 5,5
I000652,Producto 1,11
I000652,Producto 2,4
I000652,Producto 3,10
I000652,Producto 4,15
I000652,Producto 5,14
I000653,Producto 1,7
I000653,Producto 2,5
I000653,Producto 3,4
I000653,Producto 4,16
I000653,Producto 5,14
I000654,Producto 1,14
I000654,Producto 2,6
I000654,Producto 3,5
I000654,Producto 4,13
I000654,Producto 5,12
I000655,Producto 1,17
I000655,Producto 2,4
I000655,Producto 3,6
I000655,Producto 4,16
I000655,Producto 5,12
I000656,Producto 1,20
I000656,Producto 2,5
I000656,Producto 3,8
I000656,Producto 4,12
I000656,Producto 5,14
I000657,Producto 1,15
I000657,Producto 2,4
I000657,Producto 3,6
I000657,Producto 4,10
I000657,Producto 5,9
I000658,Producto 1,17
I000658,Producto 2,6
I000658,Producto 3,7
I000658,Producto 4,13
I000658,Producto 5,8
I000659,Producto 1,9
I000659,Producto 2,5
I000659,Producto 3,3
I000659,Producto 4,13
I000659,Producto 5,15
I000660,Producto 1,18
I000660,Producto 2,7
I000660,Producto 3,9
I000660,Producto 4,11
I000660,Producto 5,7
I000661,Producto 1,10
I000661,Producto 2,3
I000661,Producto 3,9
I000661,Producto 4,7
I000661,Producto 5,20
I000662,Producto 1,18
I000662,Producto 2,5
I000662,Producto 3,7
I000662,Producto 4,16
I000662,Producto 5,14
I000663,Producto 1,14
I000663,Producto 2,5
I000663,Producto 3,8
I000663,Producto 4,18
I000663,Producto 5,16
I000664,Producto 1,17
I000664,Producto 2,5
I000664,Producto 3,9
I000664,Producto 4,16
I000664,Producto 5,8
I000665,Producto 1,17
I000665,Producto 2,5
I000665,Producto 3,7
I000665,Producto 4,10
I000665,Producto 5,8
I000666,Producto 1,12
I000666,Producto 2,3
I000666,Producto 3,9
I000666,Producto 4,15
I000666,Producto 5,13
I000667,Producto 1,10
I000667,Producto 2,4
I000667,Producto 3,5
I000667,Producto 4,12
I000667,Producto 5,10
I000668,Producto 1,17
I000668,Producto 2,4
I000668,Producto 3,7
I000668,Producto 4,13
I000668,Producto 5,10
I000669,Producto 1,15
I000669,Producto 2,6
I000669,Producto 3,9
I000669,Producto 4,12
I000669,Producto 5,10
I000670,Producto 1,17
I000670,Producto 2,4
I000670,Producto 3,10
I000670,Producto 4,6
I000670,Producto 5,12
I000671,Producto 1,18
I000671,Producto 2,3
I000671,Producto 3,9
I000671,Producto 4,11
I000671,Producto 5,14
I000672,Producto 1,11
I000672,Producto 2,6
I000672,Producto 3,7
I000672,Producto 4,9
I000672,Producto 5,12
I000673,Producto 1,12
I000673,Producto 2,5
I000673,Producto 3,7
I000673,Producto 4,10
I000673,Producto 5,8
I000674,Producto 1,14
I000674,Producto 2,5
I000674,Producto 3,8
I000674,Producto 4,17
I000674,Producto 5,11
I000675,Producto 1,7
I000675,Producto 2,4
I000675,Producto 3,9
I000675,Producto 4,9
I000675,Producto 5,9
I000676,Producto 1,13
I000676,Producto 2,3
I000676,Producto 3,5
I000676,Producto 4,16
I000676,Producto 5,14
I000677,Producto 1,20
I000677,Producto 2,4
I000677,Producto 3,3
I000677,Producto 4,14
I000677,Producto 5,13
I000678,Producto 1,12
I000678,Producto 2,2
I000678,Producto 3,8
I000678,Producto 4,13
I000678,Producto 5,12
I000679,Producto 1,16
I000679,Producto 2,5
I000679,Producto 3,7
I000679,Producto 4,12
I000679,Producto 5,14
I000680,Producto 1,11
I000680,Producto 2,3
I000680,Producto 3,5
I000680,Producto 4,15
I000680,Producto 5,15
I000681,Producto 1,11
I000681,Producto 2,4
I000681,Producto 3,8
I000681,Producto 4,12
I000681,Producto 5,18
I000682,Producto 1,14
I000682,Producto 2,4
I000682,Producto 3,8
I000682,Producto 4,14
I000682,Producto 5,13
I000683,Producto 1,17
I000683,Producto 2,10
I000683,Producto 3,4
I000683,Producto 4,12
I000683,Producto 5,10
I000684,Producto 1,18
I000684,Producto 2,6
I000684,Producto 3,5
I000684,Producto 4,12
I000684,Producto 5,8
I000685,Producto 1,13
I000685,Producto 2,2
I000685,Producto 3,6
I000685,Producto 4,18
I000685,Producto 5,7
I000686,Producto 1,12
I000686,Producto 2,4
I000686,Producto 3,8
I000686,Producto 4,18
I000686,Producto 5,5
I000687,Producto 1,16
I000687,Producto 2,5
I000687,Producto 3,8
I000687,Producto 4,14
I000687,Producto 5,10
I000688,Producto 1,20
I000688,Producto 2,6
I000688,Producto 3,8
I000688,Producto 4,6
I000688,Producto 5,7
I000689,Producto 1,12
I000689,Producto 2,3
I000689,Producto 3,11
I000689,Producto 4,14
I000689,Producto 5,10
I000690,Producto 1,17
I000690,Producto 2,5
I000690,Producto 3,11
I000690,Producto 4,13
I000690,Producto 5,9
I000691,Producto 1,15
I000691,Producto 2,6
I000691,Producto 3,11
I000691,Producto 4,22
I000691,Producto 5,12
I000692,Producto 1,12
I000692,Producto 2,12
I000692,Producto 3,7
I000692,Producto 4,13
I000692,Producto 5,11
I000693,Producto 1,21
I000693,Producto 2,6
I000693,Producto 3,1
I000693,Producto 4,14
I000693,Producto 5,9
I000694,Producto 1,13
I000694,Producto 2,6
I000694,Producto 3,11
I000694,Producto 4,14
I000694,Producto 5,10
I000695,Producto 1,13
I000695,Producto 2,3
I000695,Producto 3,9
I000695,Producto 4,11
I000695,Producto 5,10
I000696,Producto 1,18
I000696,Producto 2,4
I000696,Producto 3,6
I000696,Producto 4,12
I000696,Producto 5,11
I000697,Producto 1,10
I000697,Producto 2,3
I000697,Producto 3,13
I000697,Producto 4,13
I000697,Producto 5,14
I000698,Producto 1,16
I000698,Producto 2,5
I000698,Producto 3,1
I000698,Producto 4,17
I000698,Producto 5,11
I000699,Producto 1,13
I000699,Producto 2,3
I000699,Producto 3,6
I000699,Producto 4,13
